"","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","sap_relabund","sap_richness","sap_shannon.div","sap_simpson.div","sap_invsimpson.div","sap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes"
"1763",208,"2","10-20 cm",2023,"Spring","Soybean-Soybean-Soybean","Clover",0.2043,NA,17.86,NA,NA,10.42,NA,NA,7.94,128.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8282,0.8282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0035,0.6285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1764",208,"2","20-30 cm",2023,"Spring","Soybean-Soybean-Soybean","Clover",0.2266,NA,NA,NA,NA,7.37,NA,NA,6.18,68.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1.0458,1.1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1765",209,"2","0-10 cm",2023,"Spring","Soybean-Soybean-Soybean","Wheat-Clover",0.232,NA,65.19,NA,NA,69.13,NA,NA,26.82,142.09,NA,NA,NA,NA,NA,NA,NA,NA,456,5.048569534,0.988152987,84.40946474,0.824593787,0.006,385,4.93145889,0.98736144,79.12293806,0.82836508,0.233,363,4.909891513,0.98744104,79.6244275,0.832975223,0.5804,456,5.029455349,0.987636947,80.88616964,0.821471826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7988,2.3531,4.1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.261,6.566,NA,NA,NA,67.34,42.39,2.207,19.2070684186679,41.853,1.703,24.5760422783324,57.9987912,2.9452058,15.64,86.44,34.94,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1766",209,"2","10-20 cm",2023,"Spring","Soybean-Soybean-Soybean","Wheat-Clover",0.1929,NA,7.36,NA,NA,9.77,NA,NA,4.46,93.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.0025,1.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1235,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1767",209,"2","20-30 cm",2023,"Spring","Soybean-Soybean-Soybean","Wheat-Clover",0.239,NA,NA,NA,NA,14.33,NA,NA,9.22,113.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.0458,1.0458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1585,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1768",210,"2","0-10 cm",2023,"Spring","Soybean-Soybean-Soybean","SHM",0.253,NA,160.82,NA,NA,74.06,NA,NA,30.87,138.05,NA,NA,NA,1030,6.563780888,0.997841508,463.2863649,0.946155935,329,4.554720806,0.96367041,27.52577197,0.785830818,0.0016,275,4.440711232,0.96300288,27.02913092,0.79061638,0.2576,267,4.430250951,0.96379824,27.6229664,0.792921744,0.434,315,4.517107379,0.963061481,27.07201101,0.785232567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2486,2.0045,5.2531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.1935,9.846,NA,NA,NA,74.825,41.706,2.7,15.4466666666667,41.2,1.738,23.7054085155351,54.728236,3.25498,31,0,18,0,30.4,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1769",210,"2","10-20 cm",2023,"Spring","Soybean-Soybean-Soybean","SHM",0.1932,NA,21.11,NA,NA,19.07,NA,NA,9.66,107.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7787,1.4383,2.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.781,1.2385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1770",210,"2","20-30 cm",2023,"Spring","Soybean-Soybean-Soybean","SHM",0.2198,NA,NA,NA,NA,9.29,NA,NA,3.4,84.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2627,0.8715,1.1342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1985,1.1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1771",211,"2","0-10 cm",2023,"Spring","Corn-Soybean-Corn","Clover",0.2321,NA,103.59,NA,NA,91.65,NA,NA,92.39,138.08,NA,NA,NA,1037,6.578457184,0.997829991,460.8276038,0.947346568,491,5.12512684,0.986005086,71.45452756,0.827107731,0.0016,417,5.023524973,0.98486704,66.08092534,0.832662553,0.2852,414,5.00703496,0.9846448,65.12451808,0.830923718,0.5062,479,5.107330262,0.985724555,70.05035728,0.827540186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8689,1.7869,5.6558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.356,9.016,NA,NA,NA,67.325,41.969,3.097,13.5515014530191,41.479,2.271,18.2646411272567,27.441504,1.879648,18.4,0,47.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nag,"
"1772",211,"2","10-20 cm",2023,"Spring","Corn-Soybean-Corn","Clover",0.1907,NA,24.49,NA,NA,13.81,NA,NA,9.84,87.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2779,1.4825,2.7604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.736,1.0285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1773",211,"2","20-30 cm",2023,"Spring","Corn-Soybean-Corn","Clover",0.2228,NA,NA,NA,NA,9.69,NA,NA,4.33,101.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2114,1.264,1.4754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2685,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1774",212,"2","0-10 cm",2023,"Spring","Corn-Soybean-Corn","No cover",0.25,NA,74.42,NA,NA,69.74,NA,NA,24.62,143.17,NA,NA,NA,NA,NA,NA,NA,NA,419,4.881765722,0.981516848,54.10332497,0.80852436,0.0022,357,4.728188026,0.9797876,49.47457996,0.80442337,0.2552,350,4.730469189,0.97986552,49.66604551,0.807532122,0.5634,408,4.860477017,0.98186128,55.13068177,0.808561136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8024,1.4378,4.2402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6585,6.4485,NA,NA,NA,34.71,NA,NA,NA,41.914,2.508,16.7121212121212,13.83162,0.82764,33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1775",212,"2","10-20 cm",2023,"Spring","Corn-Soybean-Corn","No cover",0.1956,NA,18.12,NA,NA,13.55,NA,NA,5.22,88.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0441,2.3531,3.3972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2385,1.9735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1776",212,"2","20-30 cm",2023,"Spring","Corn-Soybean-Corn","No cover",0.2195,NA,NA,NA,NA,4.23,NA,NA,0.42,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1666,1.3073,1.4739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.681,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1777",213,"2","0-10 cm",2023,"Spring","Corn-Soybean-Corn","Wheat",0.2416,NA,69.21,NA,NA,58.18,NA,NA,21.02,125.17,NA,NA,NA,875,6.402451485,0.997448943,391.9943936,0.945119558,455,4.948082583,0.9811944,53.17564844,0.808470936,0.008,390,4.831574046,0.97921792,48.11837891,0.809831581,0.2232,366,4.791666366,0.97959824,49.01537907,0.81178452,0.5794,448,4.933379915,0.98100062,52.63329712,0.808115808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1007,1.9174,4.0181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.086,5.061,NA,NA,NA,46.56,39.118,1.659,23.5792646172393,41.098,1.782,23.0628507295174,30.416896,1.294278,11,64.8,1.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1778",213,"2","10-20 cm",2023,"Spring","Corn-Soybean-Corn","Wheat",0.1928,NA,17.56,NA,NA,23.38,NA,NA,10.44,107.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3441,1.0025,1.3466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.846,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1779",213,"2","20-30 cm",2023,"Spring","Corn-Soybean-Corn","Wheat",0.2465,NA,NA,NA,NA,9.6,NA,NA,6.04,63.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.002,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.226,77.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high wen,"
"1780",214,"2","0-10 cm",2023,"Spring","Corn-Soybean-Corn","Wheat-Clover",0.231,NA,110.33,NA,NA,55.7,NA,NA,22.45,115.65,NA,NA,NA,1131,6.6656938,0.998031461,507.9909193,0.948062711,414,4.841495746,0.974339093,38.96978425,0.803452278,0.001,342,4.74043979,0.97418616,38.73890905,0.812441055,0.28,338,4.697171259,0.9723872,36.21508865,0.806651938,0.451,398,4.815213873,0.974483031,39.18960675,0.804351871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5209,3.5294,8.0503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.916,26.0435,NA,NA,NA,64.18,41.248,2.238,18.4307417336908,40.56,1.964,20.6517311608961,45.171968,2.410196,17.2,41.2,51.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high wen,"
"1781",214,"2","10-20 cm",2023,"Spring","Corn-Soybean-Corn","Wheat-Clover",0.195,NA,22.47,NA,NA,18.26,NA,NA,9.1,87.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0059,1.9612,2.9671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9185,12.7485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1782",214,"2","20-30 cm",2023,"Spring","Corn-Soybean-Corn","Wheat-Clover",0.2023,NA,NA,NA,NA,7.97,NA,NA,2.98,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568,1.0458,1.6138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6685,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1783",215,"2","0-10 cm",2023,"Spring","Corn-Soybean-Corn","SHM",0.2226,NA,83.35,NA,NA,57.71,NA,NA,21.95,110.98,NA,NA,NA,NA,NA,NA,NA,NA,507,5.183438393,0.98857398,87.51953625,0.832211485,0.0036,426,5.038361866,0.98708496,77.42910591,0.832176454,0.171,407,5.043362965,0.98798016,83.19578297,0.839327636,0.4778,494,5.164246417,0.98877611,89.09566986,0.832602474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.864,1.874,5.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.736,7.241,NA,NA,NA,71.32,41.847,3.167,13.2134512156615,40.553,2.041,19.8691817736404,42.710698,3.18713,4.4,0,23.8,0.2,39.8,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1784",215,"2","10-20 cm",2023,"Spring","Corn-Soybean-Corn","SHM",0.1862,NA,13.25,NA,NA,11.58,NA,NA,6.71,74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0572,1.3073,2.3645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.166,1.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1785",215,"2","20-30 cm",2023,"Spring","Corn-Soybean-Corn","SHM",0.2178,NA,NA,NA,NA,10.8,NA,NA,6.52,75.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568,1.1768,1.7448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3285,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1786",216,"2","0-10 cm",2023,"Spring","Corn-Corn-Corn","No cover",0.1952,NA,65.43,NA,NA,67.79,NA,NA,23.06,143.64,NA,NA,NA,463,5.820234595,0.996056279,253.567618,0.948271981,364,4.742391956,0.978277928,46.0361245,0.804183181,4e-04,302,4.651097964,0.978546,46.61135453,0.814492147,0.1918,285,4.590251779,0.97749584,44.43622868,0.812076173,0.6658,350,4.734932418,0.979475411,48.7220464,0.808294034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3813,1.3944,4.7757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.576,40.366,NA,NA,NA,25.145,NA,NA,NA,39.694,2.085,19.0378896882494,9.367784,0.49206,23.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high wen,"
"1787",216,"2","10-20 cm",2023,"Spring","Corn-Corn-Corn","No cover",0.1715,NA,15.43,NA,NA,14.71,NA,NA,5.6,96.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2713,1.1768,2.4481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.651,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1788",216,"2","20-30 cm",2023,"Spring","Corn-Corn-Corn","No cover",0.188,NA,NA,NA,NA,7,NA,NA,3.76,79.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9196,1.133,2.0526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.881,52.9985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high wen,"
"1789",217,"2","0-10 cm",2023,"Spring","Corn-Corn-Corn","Wheat",0.2068,NA,95.42,NA,NA,53.44,NA,NA,22.01,113.17,NA,NA,NA,1140,6.66537436,0.998070102,518.1620927,0.946949756,546,5.354185367,0.990989515,110.9818222,0.84951754,0.007,456,5.172122503,0.98944536,94.74505999,0.844773961,0.2078,420,5.116717846,0.98932328,93.66172383,0.847102993,0.5398,536,5.314827899,0.990499885,105.261889,0.84575341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1952,1.9612,4.1564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.766,1.0385,NA,NA,NA,28.65,41.327,1.956,21.1283231083845,39.031,2.181,17.895919303072,16.03028,0.783402,7.4,31.8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1790",217,"2","10-20 cm",2023,"Spring","Corn-Corn-Corn","Wheat",0.189,NA,21.48,NA,NA,18.87,NA,NA,11.52,87.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9644,1.264,2.2284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.031,7.8435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1791",217,"2","20-30 cm",2023,"Spring","Corn-Corn-Corn","Wheat",0.2299,NA,NA,NA,NA,10.18,NA,NA,9.98,71.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3938,1.2201,1.6139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1792",218,"2","0-10 cm",2023,"Spring","Corn-Corn-Corn","Wheat-Clover",0.2031,NA,105.24,NA,NA,58.63,NA,NA,24.91,110.09,NA,NA,NA,920,6.448458326,0.997698929,434.5802712,0.944915774,486,4.897447987,0.978174721,45.81842912,0.791671973,0.004,394,4.71478064,0.9745232,39.25139735,0.788906259,0.206,366,4.641536488,0.97333488,37.50217513,0.78635013,0.6642,469,4.876470583,0.977565319,44.57384503,0.792844338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8689,2.4841,6.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4235,4.701,NA,NA,NA,38.38,41.105,2.221,18.5074290859973,40.585,1.872,21.6800213675214,22.05417,1.154414,11.6,27.6,14.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1793",218,"2","10-20 cm",2023,"Spring","Corn-Corn-Corn","Wheat-Clover",0.1782,NA,22.7,NA,NA,12.95,NA,NA,7.76,85.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5712,1.133,1.7042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0285,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1794",218,"2","20-30 cm",2023,"Spring","Corn-Corn-Corn","Wheat-Clover",0.2236,NA,NA,NA,NA,8.46,NA,NA,4.68,58.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4833,0.8282,1.3115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.481,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1795",219,"2","0-10 cm",2023,"Spring","Corn-Corn-Corn","SHM",0.2022,NA,132.32,NA,NA,42.22,NA,NA,17.17,107.16,NA,NA,NA,988,6.551158837,0.998002,500.5005072,0.950037745,364,4.918612446,0.986804959,75.78604919,0.834065476,0.0032,311,4.805751459,0.9859476,71.1622214,0.837269137,0.2532,296,4.746356058,0.98520008,67.5679328,0.834104786,0.6356,366,4.909916244,0.98687351,76.18182733,0.83181793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6068,1.4821,5.0889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.5785,7.331,NA,NA,NA,56.315,41.299,3.499,11.8030865961703,40.1,2.008,19.9701195219124,25.650676,2.034276,10,0,2.6,0,38.2,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1796",219,"2","10-20 cm",2023,"Spring","Corn-Corn-Corn","SHM",0.1701,NA,36.85,NA,NA,4.65,NA,NA,2.59,13.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3226,1.0896,2.4122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.011,2.2885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
