"","X","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","sap_relabund","sap_richness","sap_shannon.div","sap_simpson.div","sap_invsimpson.div","sap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes","season.year","new.name"
"1135",1135,319,3,"0-10 cm",2022,"Spring","Soybean-Soybean-Soybean","Wheat-Clover",0.185082873,NA,72.54,NA,NA,58.731222,NA,NA,30.705766,88.746749,NA,NA,NA,444,5.803652697,0.996164066,260.692682,0.952070165,331,4.553496616,0.977286734,44.02713439,0.784798986,223,4.39042945915487,0.97546736,40.7620215353913,0.811964118160297,223,0.195808518,43,2.749805086,0.895133684,9.535950535,0.731097788,0.111304641,32,2.495517816,0.864907179,7.402317821,0.720054235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4443,1.6536,4.0979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.66,7.07,NA,NA,NA,79.805,40.397,1.7,23.76294118,39.931,1.012,39.45750988,107.06108,4.402448,15.4,143.4,106.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","319_Spring_2022"
"1138",1138,320,3,"0-10 cm",2022,"Spring","Soybean-Soybean-Soybean","No cover",0.168846611,NA,40.07,NA,NA,50.433693,NA,NA,30.408369,123.877543,NA,NA,NA,377,5.645879008,0.995551455,224.7925766,0.951727184,319,4.366245301,0.968091664,31.33977251,0.757346153,211,4.14565921173865,0.96520624,28.7407857041033,0.774620535213257,211,0.274974862,43,2.523327357,0.861699477,7.230630651,0.670883569,0.086177323,40,2.85968135,0.91220148,11.38971365,0.775216806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6867,2.3815,7.0682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.78,7.94,NA,NA,NA,6.925,NA,NA,NA,39.732,1.572,25.27480916,16.051728,0.635088,40.4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","320_Spring_2022"
"1141",1141,401,4,"0-10 cm",2022,"Spring","Soybean-Soybean-Soybean","SHM",0.243827161,NA,81.1,NA,NA,100.940014,NA,NA,37.60379,132.629153,NA,NA,NA,377,5.638720167,0.995449371,219.7498198,0.950520417,152,4.160994366,0.96622294,29.60589248,0.828243098,NA,NA,NA,NA,NA,NA,0.089556069,15,2.172440625,0.841142519,6.294950643,0.802215788,0.131383115,21,2.506035911,0.885772705,8.75447502,0.823129395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6594,2.9964,8.6558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.78,9.55,NA,NA,NA,96.47,40.07,2.156,18.58534323,40.182,0.818,49.12224939,114.822066,6.1122404,4.9,0,42.9,0,91.34,147.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","401_Spring_2022"
"1144",1144,402,4,"0-10 cm",2022,"Spring","Soybean-Soybean-Soybean","Wheat-Clover",0.217893218,NA,61.14,NA,NA,77.552097,NA,NA,24.481209,89.029022,NA,NA,NA,230,5.149219201,0.992533899,133.9387126,0.946881961,401,5.147062567,0.989577326,95.94466769,0.85870799,259,4.79529459745998,0.98668312,75.0926643478053,0.862955366661707,259,0.167891299,45,2.969013785,0.916104823,11.9196364,0.779951938,0.173139725,47,3.125025562,0.93176022,14.65420901,0.811663834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7455,1.9944,5.7399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.83,8.48,NA,NA,NA,95.295,40.494,1.612,25.12034739,NA,NA,NA,107.066136,4.262128,0,159.24,105.16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","402_Spring_2022"
"1147",1147,403,4,"0-10 cm",2022,"Spring","Soybean-Soybean-Soybean","No cover",0.209230769,NA,66.06,NA,NA,70.729685,NA,NA,17.556978,70.209176,NA,NA,NA,316,5.481647289,0.994638922,186.5296431,0.952378874,435,4.905616241,0.983082224,59.1094253,0.807462853,299,4.7056122345146,0.98107664,52.8447379323757,0.825481767152314,299,0.13902895,38,2.48308555,0.841392295,6.304863928,0.682619034,0.328479973,59,2.985961487,0.912726802,11.4582715,0.732295295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6165,1.7278,6.3443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.71,7.82,NA,NA,NA,15.02,NA,NA,NA,35.676,1.7,20.98588235,14.4345096,0.68782,40.46,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high soilsap_relabund,","Spring 2022","403_Spring_2022"
"1150",1150,404,4,"0-10 cm",2022,"Spring","Soybean-Soybean-Soybean","Wheat",0.228448276,NA,48.23,NA,NA,79.200621,NA,NA,28.46336,105.670225,NA,NA,NA,421,5.728363809,0.995583616,226.4296021,0.947991375,157,4.131643377,0.968373661,31.61921483,0.817136574,NA,NA,NA,NA,NA,NA,0.139395338,21,2.466453835,0.884571949,8.663405367,0.810128316,0.115624279,21,2.05369732,0.748921319,3.982815252,0.674554831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6269,3.0702,7.6971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.61,10.15,NA,NA,NA,49.93,40.985,1.125,36.43111111,39.789,1.24,32.08790323,105.5107806,2.899336,2.14,255.36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","404_Spring_2022"
"1153",1153,405,4,"0-10 cm",2022,"Spring","Soybean-Soybean-Soybean","Clover",0.209726444,NA,42.95,NA,NA,81.640633,NA,NA,33.622479,142.031685,NA,NA,NA,781,6.296871621,0.997361523,379.0064559,0.945394576,398,4.979386763,0.985965486,71.25291225,0.831775943,289,4.78861363345599,0.98421136,63.3366775099058,0.845085253375288,289,0.159766046,34,2.650539972,0.870154737,7.701474614,0.751636128,0.224180391,52,3.197515693,0.935156381,15.42171799,0.809242841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6368,1.5952,5.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.12,11.64,NA,NA,NA,99.15,40.106,2.219,18.07390717,39.059,1.732,22.55138568,127.5126616,7.0516364,0.8,0,317.16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","405_Spring_2022"
"1156",1156,406,4,"0-10 cm",2022,"Spring","Corn-Soybean-Corn","Wheat",0.186535764,NA,10.24,NA,NA,78.331273,NA,NA,30.303507,140.642526,NA,NA,NA,505,5.91265534,0.996376522,275.9779427,0.949891532,187,4.317708017,0.973246347,37.37807286,0.825390626,141,4.17298985831045,0.97084192,34.2958109724646,0.843239508634064,141,0.102620487,20,2.383113473,0.879081633,8.270042194,0.79550282,0.119113066,19,2.547721568,0.902414201,10.24739268,0.865265535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.474,2.1767,4.6507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.54,7.6,NA,NA,NA,29.36,40.447,1.086,37.24401473,NA,NA,NA,37.7451404,1.0134552,0,92.52,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","406_Spring_2022"
"1159",1159,407,4,"0-10 cm",2022,"Spring","Corn-Soybean-Corn","Clover",0.185358256,NA,31.85,NA,NA,67.992796,NA,NA,27.24037,133.208438,NA,NA,NA,178,4.905338011,0.990645685,106.9025331,0.946650504,199,3.812602932,0.915454741,11.82798441,0.720268917,150,3.61929219571813,0.9047568,10.4994372301645,0.722322017725483,150,0.103287366,25,2.545081527,0.857060623,6.995972834,0.790674032,0.109694944,25,2.271786547,0.798827715,4.97086365,0.705770173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6051,2.581,6.1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.72,8.34,NA,NA,NA,98.84,40.284,2.666,15.11027757,40.587,1.913,21.21641401,90.1848528,5.9554572,1.68,0,222.18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","407_Spring_2022"
"1162",1162,408,4,"0-10 cm",2022,"Spring","Corn-Soybean-Corn","No cover",0.175641026,NA,45.71,NA,NA,81.08558,NA,NA,29.799007,141.050312,NA,NA,NA,659,6.092333863,0.996756402,308.2995691,0.938621685,376,4.738918289,0.981226909,53.26773168,0.799198422,252,4.55980480328727,0.97952888,48.8493057536667,0.824642966049767,252,0.141893195,38,2.281356148,0.824723338,5.705266114,0.627162093,0.145684725,38,2.771514534,0.896881261,9.697558481,0.761910347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9346,1.3344,4.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.66,6.79,NA,NA,NA,4.835,NA,NA,NA,35.572,1.37,25.9649635,21.1368824,0.814054,59.42,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","408_Spring_2022"
"1165",1165,409,4,"0-10 cm",2022,"Spring","Corn-Soybean-Corn","Wheat-Clover",0.1829653,NA,55.55,NA,NA,107.419648,NA,NA,39.330496,195.989781,NA,NA,NA,1068,6.575982783,0.99782026,458.770272,0.942990208,396,5.012980963,0.986620973,74.7438508,0.83809293,265,4.75329404414736,0.9841716,63.1775795405726,0.851886057638501,265,0.166273932,43,3.018566087,0.923580051,13.08558845,0.802553971,0.117820324,38,2.726472492,0.888630469,8.979116539,0.749527949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0332,1.6985,4.7317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.85,20.77,NA,NA,NA,79.715,41.45,1.909,21.71293871,NA,NA,NA,77.90942,3.5881564,0,93.08,94.88,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nag,","Spring 2022","409_Spring_2022"
"1168",1168,410,4,"0-10 cm",2022,"Spring","Corn-Soybean-Corn","SHM",0.200339559,NA,12.3,NA,NA,84.459008,NA,NA,28.298954,180.477776,NA,NA,NA,340,5.522861316,0.994938201,197.5582154,0.947488908,448,5.106917243,0.987403428,79.38667853,0.836542213,307,4.8734113547516,0.9853448,68.2351656749823,0.85097623850832,307,0.137342242,46,2.849262316,0.910689879,11.19693927,0.744196706,0.168398911,51,3.107670511,0.932428559,14.79915151,0.79038869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7405,1.8291,5.5696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.23,9.03,NA,NA,NA,96.65,40.449,1.66,24.36686747,NA,NA,NA,58.1737518,2.387412,0,0,4.36,0,66.92,72.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","410_Spring_2022"
"1171",1171,411,4,"0-10 cm",2022,"Spring","Corn-Corn-Corn","Wheat-Clover",0.202445652,NA,63.2,NA,NA,81.426925,NA,NA,29.750915,147.520851,NA,NA,NA,299,5.432204289,0.994461677,180.5600768,0.952944138,454,4.962328087,0.982612758,57.51343445,0.811090103,311,4.76519500028724,0.98092392,52.4216715383875,0.830203297086904,311,0.119147793,45,3.091775016,0.928416803,13.96975886,0.812200983,0.11391102,49,2.750037927,0.860886904,7.188395841,0.706619966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5754,1.5735,4.1489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.61,7.65,NA,NA,NA,84.965,40.05,2.102,19.05328259,39.66,0.918,43.20261438,123.663036,6.4803732,0.86,107.14,200.78,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","411_Spring_2022"
"1174",1174,412,4,"0-10 cm",2022,"Spring","Corn-Corn-Corn","No cover",0.205097087,NA,63.46,NA,NA,65.18399,NA,NA,9.277537,148.640077,NA,NA,NA,542,5.952099474,0.996616106,295.5175099,0.945488161,380,5.079747276,0.98913225,92.01536994,0.855151655,277,4.91146024458039,0.9878164,82.0775468662792,0.873301023543576,277,0.109195876,35,2.618501863,0.870729548,7.735719833,0.736496629,0.129484536,40,2.896176489,0.906514666,10.69686502,0.785110092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4963,1.323,4.8193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.14,9.03,NA,NA,NA,5.745,NA,NA,NA,35.974,1.604,22.4276808,5.6407232,0.2515072,15.68,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","412_Spring_2022"
"1177",1177,413,4,"0-10 cm",2022,"Spring","Corn-Corn-Corn","Wheat",0.21958457,NA,8.83,NA,NA,104.40304,NA,NA,46.987086,194.306059,NA,NA,NA,622,6.08407119,0.996938235,326.6089825,0.945768358,417,4.863000038,0.97889108,47.3733383,0.80605512,299,4.72180150931212,0.97842728,46.3548407433092,0.8283217697923,299,0.09566498,39,2.730900182,0.874560267,7.971955741,0.7454222,0.160210028,44,2.860767691,0.892470037,9.299733487,0.755978946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7262,1.4651,4.1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.33,7.69,NA,NA,NA,27.04,40.532,1.15,35.24521739,39.46,0.836,47.20095694,59.0662424,1.66594,3.5,142.32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nag,","Spring 2022","413_Spring_2022"
"1180",1180,414,4,"0-10 cm",2022,"Spring","Corn-Corn-Corn","Clover",0.210443038,NA,35.93,NA,NA,100.717238,NA,NA,34.615776,126.469381,NA,NA,NA,460,5.790495883,0.99583608,240.1582998,0.944427007,473,5.13234883,0.988171379,84.54070761,0.833295883,327,4.92361377754321,0.986866,76.138267093041,0.850370923498116,327,0.115255427,38,2.835076927,0.903073958,10.31714468,0.779384131,0.131899534,57,3.266271308,0.940496183,16.80564464,0.807872839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2365,4.9929,9.2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.09,9.08,NA,NA,NA,98.825,39.261,2.428,16.17009885,38.812,1.405,27.62419929,143.0869482,8.8058664,4.32,0,360.18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n,","Spring 2022","414_Spring_2022"
"1183",1183,415,4,"0-10 cm",2022,"Spring","Corn-Corn-Corn","SHM",0.231182796,NA,27.55,NA,NA,77.778891,NA,NA,32.296329,137.208125,NA,NA,NA,590,6.016467743,0.996525531,287.8137993,0.943001911,445,4.968028196,0.983933599,62.24169365,0.814688042,291,4.76974221812537,0.98303616,58.9489172262884,0.840731612408786,291,0.088264349,34,2.687225771,0.896696874,9.680249178,0.762039432,0.173170009,51,3.137001638,0.939178017,16.44142392,0.797848616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1239,1.6534,4.7773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8,7.83,NA,NA,NA,89.245,41.435,2.184,18.9720696,39.037,1.137,34.33333333,49.894967,2.5976958,3.5,0,25.06,0,32.12,59.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","415_Spring_2022"
"1186",1186,416,4,"0-10 cm",2022,"Spring","Corn-Cotton-Soybean","Wheat-Clover",0.220125786,NA,41.86,NA,NA,80.907239,NA,NA,31.606997,141.853338,NA,NA,NA,633,6.137707525,0.997200854,357.2518032,0.951513165,409,5.042401166,0.986425959,73.67003137,0.838483539,284,4.81763684914655,0.98397376,62.3976678247673,0.852833920997795,284,0.111918332,33,2.626870946,0.889693612,9.0656581,0.751284217,0.134965867,60,3.331370381,0.936151722,15.66212949,0.813651692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0911,0.8225,0.9136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.09,7.89,NA,NA,NA,72.885,40.609,1.639,24.77669311,39.628,0.875,45.28914286,133.1738984,5.363521,1.58,221.46,104.94,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","416_Spring_2022"
"1189",1189,417,4,"0-10 cm",2022,"Spring","Corn-Cotton-Soybean","Wheat",0.254385965,NA,30.27,NA,NA,89.185273,NA,NA,48.651468,143.340195,NA,NA,NA,1069,6.644150572,0.998158632,543.0745914,0.95263756,344,4.65256626,0.972597552,36.49308989,0.796584782,248,4.45714793377981,0.96888888,32.1428479591863,0.808416711085656,248,0.108280255,28,2.457465257,0.853087145,6.806756301,0.737489326,0.127462598,43,3.180544576,0.940605522,16.83658202,0.84561961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4339,1.5897,4.0236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.4,6.8,NA,NA,NA,30.32,39.682,1.125,35.27288889,39.357,1.13,34.82920354,60.512255,1.715668,0.86,151.64,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nag,","Spring 2022","417_Spring_2022"
"1192",1192,418,4,"0-10 cm",2022,"Spring","Corn-Cotton-Soybean","SHM",0.25,NA,98.88,NA,NA,80.71564,NA,NA,35.48829,131.749135,NA,NA,NA,843,6.390175307,0.997710008,436.6827706,0.948524068,494,5.183417714,0.988591342,87.6527295,0.835693355,342,4.97982254960013,0.9872496,78.4289120341322,0.853467708552805,342,0.090745651,48,3.094216569,0.927182357,13.73293558,0.799291114,0.175243831,60,3.163687362,0.925159587,13.36176487,0.772696903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7367,2.1361,6.8728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2,7.88,NA,NA,NA,97.74,39.443,2.583,15.27022842,40.223,0.986,40.79411765,93.1595974,6.0941414,0.4,0,86.6,0,69.62,79.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","418_Spring_2022"
"1195",1195,419,4,"0-10 cm",2022,"Spring","Corn-Cotton-Soybean","Clover",0.222929936,NA,83.06,NA,NA,66.370314,NA,NA,26.184657,132.64383,NA,NA,NA,737,6.228970847,0.997148528,350.6961197,0.943413545,247,4.649340097,0.982714468,57.85184934,0.843894061,187,4.47698149099624,0.98052232,51.3408167707858,0.855837991314392,187,0.106641211,24,2.562155498,0.881957209,8.47150417,0.806202675,0.242056457,42,2.773096642,0.892377862,9.291768536,0.741931986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4526,1.9658,9.4184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.72,10.06,NA,NA,NA,99.45,40.4,2.628,15.37290715,35.382,1.258,28.12559618,90.0923584,5.8487752,1.12,0,222.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","419_Spring_2022"
"1198",1198,420,4,"0-10 cm",2022,"Spring","Corn-Cotton-Soybean","No cover",0.208333333,NA,61.41,NA,NA,51.845255,NA,NA,26.089033,132.958008,NA,NA,NA,144,4.733155339,0.989358558,93.97223043,0.952380915,260,4.64550181,0.978944877,47.49437969,0.83541949,192,4.42395534977933,0.97599888,41.6647223129588,0.841456822447576,192,0.116962814,26,2.265126469,0.800921551,5.023145424,0.695230004,0.172009526,40,3.028657814,0.926638925,13.6312071,0.821023797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1125,3.5539,4.6664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.02,5.57,NA,NA,NA,8.655,NA,NA,NA,37.768,1.365,27.66886447,31.007528,1.120665,82.1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2022","420_Spring_2022"
"1201",1201,101,1,"0-10 cm",2022,"Summer","Corn-Corn-Corn","No cover",0.181606519,NA,58.97,NA,NA,70.71559,NA,NA,33.710776,183.910796,NA,NA,NA,755,6.272847093,0.997338283,375.6973489,0.946599407,364,4.613792396,0.973051897,37.10836356,0.782376126,254,4.40375424131003,0.96983776,33.154036304996,0.795284161828492,254,0.097658819,44,3.253973706,0.941015996,16.95374905,0.859886533,0.104563988,37,2.917343811,0.917909102,12.18161843,0.807923049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0814,2.5662,7.6476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,94.51817413,"Corn",3.28,0.41,2.41,0.66,0.23,0.23,9.4,5.6,130,71,45,33,"","Summer 2022","101_Summer_2022"
"1204",1204,102,1,"0-10 cm",2022,"Summer","Corn-Corn-Corn","Wheat",0.171391753,NA,40.27,NA,NA,62.523192,NA,NA,14.778109,139.980878,NA,NA,NA,848,6.35796135,0.997414234,386.7325977,0.942914712,269,4.734884311,0.984321871,63.78311971,0.846314312,200,4.52729235871584,0.98179808,54.9392591550782,0.854477383197124,200,0.142607683,31,2.608218559,0.876947105,8.126586563,0.759530657,0.179132712,35,2.874310764,0.919255544,12.38475118,0.808447081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1643,2.6213,8.7856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.22,14.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,111.1062354,"Corn",3.13,0.45,2.54,0.71,0.24,0.23,10.7,11.9,145,79,58,41,"","Summer 2022","102_Summer_2022"
"1207",1207,103,1,"0-10 cm",2022,"Summer","Corn-Corn-Corn","SHM",0.182227222,NA,60.55,NA,NA,69.183934,NA,NA,22.116234,131.846182,NA,NA,NA,705,6.200780346,0.997103115,345.1983524,0.945500659,230,4.61731247,0.979742837,49.36525442,0.849070454,NA,NA,NA,NA,NA,NA,0.150405737,27,2.607979513,0.86834412,7.595558957,0.791295085,0.147952444,22,2.547333682,0.887764864,8.90986577,0.82410181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8489,3.7507,8.5996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.62,14.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,92.32758192,"Corn",3.24,0.43,2.3,0.64,0.22,0.22,8.7,12.7,123,81,46,46,"","Summer 2022","103_Summer_2022"
"1210",1210,104,1,"0-10 cm",2022,"Summer","Corn-Corn-Corn","Wheat-Clover",0.182414698,NA,42.95,NA,NA,61.573381,NA,NA,22.189974,116.431765,NA,NA,NA,723,6.135706807,0.996040984,252.5880365,0.931995354,367,4.898223384,0.985892617,70.8848685,0.829453556,252,4.7144087087288,0.9844368,64.254137966485,0.852603159226076,252,0.139686063,33,2.762612423,0.905334074,10.5634629,0.790106235,0.151577612,41,2.649414389,0.879761274,8.316788075,0.713440952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8015,7.3921,11.1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.34,11.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49.25289642,"Corn",3.39,0.45,2.37,0.63,0.21,0.24,9.1,12.4,135,81,54,43,"note: high nh-n,","Summer 2022","104_Summer_2022"
"1213",1213,105,1,"0-10 cm",2022,"Summer","Corn-Corn-Corn","Clover",0.197484277,NA,37.41,NA,NA,65.053315,NA,NA,12.19925,142.885332,NA,NA,NA,917,6.093904671,0.991829912,122.3977075,0.893389335,418,4.873214691,0.981288788,53.44389297,0.807427667,302,4.6441655737198,0.97795032,45.3521320944341,0.813278159337156,302,0.138413225,41,2.705534779,0.859860624,7.135753198,0.728553191,0.191858743,51,2.905005099,0.907717801,10.83632613,0.738843827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.864,11.2214,12.0854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.05,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,55.75008702,"Corn",3.35,0.41,2.18,0.72,0.22,0.22,5.6,9,132,105,56,43,"note: low bac_evenness, high nh-n,","Summer 2022","105_Summer_2022"
"1216",1216,106,1,"0-10 cm",2022,"Summer","Corn-Cotton-Soybean","Wheat",0.176749703,NA,40.11,NA,NA,71.028486,NA,NA,29.813581,128.690523,NA,NA,NA,893,6.457894519,0.997787287,451.9339245,0.950447013,472,4.881980213,0.980243676,50.61670478,0.792918122,319,4.66721906783688,0.97870544,46.9603504369192,0.809551493545878,319,0.173480529,42,2.7650688,0.907735559,10.83841173,0.739784166,0.168587488,57,3.064205296,0.92544159,13.41230311,0.757894247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6302,1.4092,4.0394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.01,21.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,851.65,"Cotton",4.43,0.56,1.21,3.23,0.37,0.43,23,8.8,96,60,36,223,"","Summer 2022","106_Summer_2022"
